Ligament,http://www.webmd.com/hw-popup/ligament,"[False, 'NA']"
Osteoarthritis,http://www.webmd.com/hw-popup/osteoarthritis,"[False, 'NA']"
Electrolytes and Electrolyte Imbalances,http://www.webmd.com/hw-popup/electrolytes-and-electrolyte-imbalances,"[False, 'NA']"
Depression,http://www.webmd.com/hw-popup/depression,"[False, 'NA']"
HIV (Human Immunodeficiency Virus),http://www.webmd.com/hw-popup/hiv-human-immunodeficiency-virus,"[False, 'NA']"
Addiction,http://www.webmd.com/hw-popup/addiction,"[False, 'NA']"
"Exercise, Workout, and Fitness Center: Yoga, Cardio, Strength Training, and More",http://www.webmd.com/fitness-exercise/default.htm,"[False, 'NA']"
Fungal Infection,http://www.webmd.com/hw-popup/fungal-infection,"[False, 'NA']"
Virus,http://www.webmd.com/hw-popup/virus,"[False, 'NA']"
Immunity,http://www.webmd.com/hw-popup/immunity,"[False, 'NA']"
Ligament,http://www.webmd.com/hw-popup/ligament,"[False, 'NA']"
Osteoarthritis,http://www.webmd.com/hw-popup/osteoarthritis,"[False, 'NA']"
Electrolytes and Electrolyte Imbalances,http://www.webmd.com/hw-popup/electrolytes-and-electrolyte-imbalances,"[False, 'NA']"
Depression,http://www.webmd.com/hw-popup/depression,"[False, 'NA']"
HIV (Human Immunodeficiency Virus),http://www.webmd.com/hw-popup/hiv-human-immunodeficiency-virus,"[False, 'NA']"
Addiction,http://www.webmd.com/hw-popup/addiction,"[False, 'NA']"
"Exercise, Workout, and Fitness Center: Yoga, Cardio, Strength Training, and More",http://www.webmd.com/fitness-exercise/default.htm,"[False, 'NA']"
Fungal Infection,http://www.webmd.com/hw-popup/fungal-infection,"[False, 'NA']"
Virus,http://www.webmd.com/hw-popup/virus,"[False, 'NA']"
Immunity,http://www.webmd.com/hw-popup/immunity,"[False, 'NA']"
Bulimia Nervosa,http://www.webmd.com/hw-popup/bulimia-nervosa,"[False, 'NA']"
Gallbladder,http://www.webmd.com/hw-popup/gallbladder,"[False, 'NA']"
Plantar Fasciitis,http://www.webmd.com/hw-popup/plantar-fasciitis,"[False, 'NA']"
Heel Spurs,http://www.webmd.com/hw-popup/heel-spurs,"[False, 'NA']"
Pump Bump (Haglund's Deformity),http://www.webmd.com/hw-popup/pump-bump-haglunds-deformity,"[False, 'NA']"
Rotator Cuff,http://www.webmd.com/hw-popup/rotator-cuff,"[False, 'NA']"
Rotator Cuff Disorders,http://www.webmd.com/hw-popup/rotator-cuff-disorders,"[False, 'NA']"
Sprain,http://www.webmd.com/hw-popup/sprain,"[False, 'NA']"
Fracture,http://www.webmd.com/hw-popup/fracture,"[False, 'NA']"
Blood Clot in a Vein,http://www.webmd.com/hw-popup/blood-clot-in-a-vein,"[False, 'NA']"
Eating Disorders,http://www.webmd.com/hw-popup/eating-disorders,"[False, 'NA']"
Tooth Enamel,http://www.webmd.com/hw-popup/tooth-enamel,"[False, 'NA']"
Osteoporosis,http://www.webmd.com/hw-popup/osteoporosis-menopause,"[False, 'NA']"
Smoke Inhalation,http://www.webmd.com/hw-popup/smoke-inhalation,"[False, 'NA']"
Carbon Monoxide Poisoning,http://www.webmd.com/hw-popup/carbon-monoxide-poisoning-8272,"[False, 'NA']"
Click URL,http://www.webmd.com/click?url=http://celiacdisease.about.com/,"[False, 'NA']"
Herpes Simplex,http://www.webmd.com/hw-popup/herpes-simplex,"[False, 'NA']"
Genital Herpes,http://www.webmd.com/hw-popup/what-is-it,"[False, 'NA']"
Pulse Oximeter,http://www.webmd.com/hw-popup/pulse-oximeter,"[False, 'NA']"
Severe Dehydration in Older Children and Adults,http://www.webmd.com/hw-popup/severe-dehydration,"[False, 'NA']"
Shock in Adults and Older Children,http://www.webmd.com/hw-popup/shock-in-adults-and-older-children,"[False, 'NA']"
Dehydration in Children,http://www.webmd.com/hw-popup/dehydration-in-children-10154,"[False, 'NA']"
Weight Loss  Diet Plans - Find healthy diet plans and helpful weight loss tools,http://www.webmd.com/diet/default.htm,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=1#p=&f=chicken&s=0&m=1,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=1#p=&f=chocolate&s=0&m=1,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=1#p=salads&o=srch-rcp_pop,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=2#p=desserts*&f=&s=0&m=1,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=4#p=soupsstews*&f=&s=0&m=1,"[False, 'NA']"
Fistula,http://www.webmd.com/hw-popup/fistula,"[False, 'NA']"
Orthostatic Hypotension,http://www.webmd.com/hw-popup/orthostatic-hypotension,"[False, 'NA']"
Abnormal Heartbeat (Arrhythmia),http://www.webmd.com/hw-popup/abnormal-heartbeat-arrhythmia,"[False, 'NA']"
Ear Infection (Acute Otitis Media),http://www.webmd.com/hw-popup/ear-infection-otitis-media,"[False, 'NA']"
Click URL,http://www.webmd.com/click?url=http://www.mcdonalds.com/usa/eat/nutrition_info.html,"[False, 'NA']"
Click URL,"http://www.webmd.com/click?url=http://www.bk.com/#menu=3,-1,-1","[False, 'NA']"
Click URL,http://www.webmd.com/click?url=http://www.jackinthebox.com/ourfood/index.php?section=7,"[False, 'NA']"
Click URL,http://www.webmd.com/click?url=http://www.starbucks.com/retail/nutrition_info.asp,"[False, 'NA']"
Stroke,http://www.webmd.com/hw-popup/stroke-7439,"[False, 'NA']"
Transient Ischemic Attack (TIA),http://www.webmd.com/hw-popup/transient-ischemic-attack-tia,"[False, 'NA']"
Small Intestine,http://www.webmd.com/hw-popup/small-intestine-7465,"[False, 'NA']"
Pancreatitis,http://www.webmd.com/hw-popup/pancreatitis,"[False, 'NA']"
Ultrasound Test,http://www.webmd.com/hw-popup/ultrasound,"[False, 'NA']"
Click URL,http://www.webmd.com/click?url=http://www.health.harvard.edu/newsweek/Glycemic_index_and_glycemic_load_for_100_foods.htm,"[False, 'NA']"
Arthritis,http://www.webmd.com/hw-popup/arthritis,"[False, 'NA']"
Uric acid,http://www.webmd.com/hw-popup/uric-acid,"[False, 'NA']"
"Rectum, Anus, and Anal Sphincter",http://www.webmd.com/hw-popup/rectum-anus-and-anal-sphincter,"[False, 'NA']"
Weight Loss  Diet Plans - Find healthy diet plans and helpful weight loss tools,http://www.webmd.com/diet/old-diet-toc,"[False, 'NA']"
Ringworm of the Skin,http://www.webmd.com/hw-popup/ringworm-of-the-skin,"[False, 'NA']"
Food Allergy,http://www.webmd.com/hw-popup/food-allergy,"[False, 'NA']"
Lactase,http://www.webmd.com/hw-popup/lactase,"[False, 'NA']"
Stomach Flu (Gastroenteritis),http://www.webmd.com/hw-popup/stomach-flu-gastroenteritis,"[False, 'NA']"
Cystic Fibrosis,http://www.webmd.com/hw-popup/cystic-fibrosis,"[False, 'NA']"
Cauda Equina Syndrome,http://www.webmd.com/hw-popup/cauda-equina-syndrome,"[False, 'NA']"
X-Ray,http://www.webmd.com/hw-popup/x-ray,"[False, 'NA']"
CT or CAT Scan,http://www.webmd.com/hw-popup/ct-or-cat-scan,"[False, 'NA']"
Magnetic Resonance Imaging (MRI),http://www.webmd.com/hw-popup/magnetic-resonance-imaging-mri,"[False, 'NA']"
Antibodies,http://www.webmd.com/hw-popup/antibodies,"[False, 'NA']"
Immune System,http://www.webmd.com/hw-popup/immune-system-7922,"[False, 'NA']"
Uterus,http://www.webmd.com/hw-popup/uterus,"[False, 'NA']"
Hypothalamus,http://www.webmd.com/hw-popup/hypothalamus,"[False, 'NA']"
Pituitary Gland,http://www.webmd.com/hw-popup/pituitary-gland-7663,"[False, 'NA']"
Ovaries,http://www.webmd.com/hw-popup/ovaries,"[False, 'NA']"
Estrogen,http://www.webmd.com/hw-popup/estrogen,"[False, 'NA']"
Progesterone,http://www.webmd.com/hw-popup/progesterone,"[False, 'NA']"
Fungus,http://www.webmd.com/hw-popup/fungus,"[False, 'NA']"
Athlete's Foot,http://www.webmd.com/hw-popup/athletes-foot,"[False, 'NA']"
Type 2 Diabetes,http://www.webmd.com/hw-popup/type-2-diabetes,"[False, 'NA']"
Coronary Artery Disease,http://www.webmd.com/hw-popup/coronary-artery-disease-8221,"[False, 'NA']"
High Blood Pressure (Hypertension),http://www.webmd.com/hw-popup/high-blood-pressure-hypertension,"[False, 'NA']"
Sleep Apnea,http://www.webmd.com/hw-popup/sleep-apnea,"[False, 'NA']"
Psychiatrist,http://www.webmd.com/hw-popup/psychiatrist,"[False, 'NA']"
Psychologist,http://www.webmd.com/hw-popup/psychologist,"[False, 'NA']"
Licensed Mental Health Counselor,http://www.webmd.com/hw-popup/licensed-mental-health-counselor,"[False, 'NA']"
Hormone,http://www.webmd.com/hw-popup/hormone,"[False, 'NA']"
Menstrual Cycle,http://www.webmd.com/hw-popup/menstrual-cycle,"[False, 'NA']"
Ovulation,http://www.webmd.com/hw-popup/ovulation,"[False, 'NA']"
Inflammation,http://www.webmd.com/hw-popup/inflammation,"[False, 'NA']"
Pneumothorax (Collapsed Lung),http://www.webmd.com/hw-popup/pneumothorax-collapsed-lung,"[False, 'NA']"
Tuberculosis,http://www.webmd.com/hw-popup/tuberculosis,"[False, 'NA']"
Rheumatoid Arthritis,http://www.webmd.com/hw-popup/rheumatoid-arthritis,"[False, 'NA']"
Lupus,http://www.webmd.com/hw-popup/lupus,"[False, 'NA']"
Sickle Cell Crisis,http://www.webmd.com/hw-popup/sickle-cell-crisis,"[False, 'NA']"
Pulmonary Embolism,http://www.webmd.com/hw-popup/pulmonary-embolism,"[False, 'NA']"
Allergic Reaction,http://www.webmd.com/hw-popup/allergic-reaction,"[False, 'NA']"
Tendon,http://www.webmd.com/hw-popup/tendon,"[False, 'NA']"
Joint,http://www.webmd.com/hw-popup/joint,"[False, 'NA']"
Hypothyroidism,http://www.webmd.com/hw-popup/hypothyroidism,"[False, 'NA']"
Uvula,http://www.webmd.com/hw-popup/uvula,"[False, 'NA']"
Strangulation,http://www.webmd.com/hw-popup/strangulation,"[False, 'NA']"
Bacterial Infection,http://www.webmd.com/hw-popup/bacterial-infection,"[False, 'NA']"
Tonsils and Adenoids,http://www.webmd.com/hw-popup/tonsils-and-adenoids,"[False, 'NA']"
Viral Infection,http://www.webmd.com/hw-popup/viral-infection,"[False, 'NA']"
Scarlet Fever,http://www.webmd.com/hw-popup/scarlet-fever-7539,"[False, 'NA']"
Blepharitis,http://www.webmd.com/hw-popup/blepharitis-8290,"[False, 'NA']"
Tetanus,http://www.webmd.com/hw-popup/tetanus,"[False, 'NA']"
Anaphylaxis,http://www.webmd.com/hw-popup/anaphylaxis,"[False, 'NA']"
South African Tick-Bite Fever,http://www.webmd.com/hw-popup/south-african-tick-bite-fever,"[False, 'NA']"
Inflammatory Bowel Disease (IBD),http://www.webmd.com/hw-popup/inflammatory-bowel-disease-ibd,"[False, 'NA']"
Crohn's Disease,http://www.webmd.com/hw-popup/crohns-disease-8203,"[False, 'NA']"
Irritable Bowel Syndrome,http://www.webmd.com/hw-popup/about-irritable-bowel-syndrome,"[False, 'NA']"
Diverticulitis,http://www.webmd.com/hw-popup/diverticulitis,"[False, 'NA']"
Bladder Infection (Cystitis),http://www.webmd.com/hw-popup/bladder-infection-cystitis,"[False, 'NA']"
Kidney Infection (Pyelonephritis),http://www.webmd.com/hw-popup/kidney-infection-pyelonephritis,"[False, 'NA']"
Deep Vein Thrombosis,http://www.webmd.com/hw-popup/deep-vein-thrombosis,"[False, 'NA']"
Blood Pressure,http://www.webmd.com/hw-popup/blood-pressure,"[False, 'NA']"
Asthma,http://www.webmd.com/hw-popup/asthma,"[False, 'NA']"
Influenza (Flu),http://www.webmd.com/hw-popup/influenza-flu,"[False, 'NA']"
WebMD: User Generated Content,http://www.webmd.com/help/treatments-user-generated-content,"[False, 'NA']"
"Exercise, Workout, and Fitness Center: Yoga, Cardio, Strength Training, and More",http://www.webmd.com/fitness-exercise/fitness-toc-old,"[False, 'NA']"
Gene,http://www.webmd.com/hw-popup/gene,"[False, 'NA']"
Chromosomes,http://www.webmd.com/hw-popup/chromosomes,"[False, 'NA']"
False-Negative Test Result,http://www.webmd.com/hw-popup/false-negative-test-result,"[False, 'NA']"
False-Positive Test Result,http://www.webmd.com/hw-popup/false-positive-test-result,"[False, 'NA']"
Integrated Test During Pregnancy,http://www.webmd.com/hw-popup/integrated-test-during-pregnancy,"[False, 'NA']"
Syncope,http://www.webmd.com/hw-popup/syncope,"[False, 'NA']"
Plaque (Dental),http://www.webmd.com/hw-popup/plaque-dental,"[False, 'NA']"
Ligament,http://www.webmd.com/hw-popup/ligament,"[False, 'NA']"
Osteoarthritis,http://www.webmd.com/hw-popup/osteoarthritis,"[False, 'NA']"
Ligament,http://www.webmd.com/hw-popup/ligament,"[False, 'NA']"
Osteoarthritis,http://www.webmd.com/hw-popup/osteoarthritis,"[False, 'NA']"
WebMD: User Generated Content,http://www.webmd.com/help/treatments-user-generated-content,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=1#p=&f=chicken&s=0&m=1,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=1#p=&f=chocolate&s=0&m=1,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=1#p=salads&o=srch-rcp_pop,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=2#p=desserts*&f=&s=0&m=1,"[False, 'NA']"
"Healthy Recipes: Tasty, Low-Calorie Meal Ideas from WebMD and Eating Well",http://www.webmd.com/food-recipes/healthy-recipe-finder?ps=4#p=soupsstews*&f=&s=0&m=1,"[False, 'NA']"
Depression,http://www.webmd.com/hw-popup/depression,"[False, 'NA']"
HIV (Human Immunodeficiency Virus),http://www.webmd.com/hw-popup/hiv-human-immunodeficiency-virus,"[False, 'NA']"
"Exercise, Workout, and Fitness Center: Yoga, Cardio, Strength Training, and More",http://www.webmd.com/fitness-exercise/fitness-toc-old,"[False, 'NA']"
Gene,http://www.webmd.com/hw-popup/gene,"[False, 'NA']"
Chromosomes,http://www.webmd.com/hw-popup/chromosomes,"[False, 'NA']"
False-Negative Test Result,http://www.webmd.com/hw-popup/false-negative-test-result,"[False, 'NA']"
False-Positive Test Result,http://www.webmd.com/hw-popup/false-positive-test-result,"[False, 'NA']"
Integrated Test During Pregnancy,http://www.webmd.com/hw-popup/integrated-test-during-pregnancy,"[False, 'NA']"
Syncope,http://www.webmd.com/hw-popup/syncope,"[False, 'NA']"
Plaque (Dental),http://www.webmd.com/hw-popup/plaque-dental,"[False, 'NA']"
X-Ray,http://www.webmd.com/hw-popup/x-ray,"[False, 'NA']"
Nonsteroidal Anti-Inflammatory Drugs (NSAIDs),http://www.webmd.com/hw-popup/nonsteroidal-anti-inflammatory-drugs-nsaids-7791,"[False, 'NA']"
Arthroscopy or Arthroscopic Surgery,http://www.webmd.com/hw-popup/arthroscopy-or-arthroscopic-surgery,"[False, 'NA']"
Anemia,http://www.webmd.com/hw-popup/anemia,"[False, 'NA']"
Complete Blood Count (CBC),http://www.webmd.com/hw-popup/complete-blood-count-cbc,"[False, 'NA']"
Ultrasound Test,http://www.webmd.com/hw-popup/ultrasound,"[False, 'NA']"
CT or CAT Scan,http://www.webmd.com/hw-popup/ct-or-cat-scan,"[False, 'NA']"
Contrast Material,http://www.webmd.com/hw-popup/contrast-material,"[False, 'NA']"
Celiac Disease,http://www.webmd.com/hw-popup/celiac-disease,"[False, 'NA']"
Immune System,http://www.webmd.com/hw-popup/immune-system-7922,"[False, 'NA']"
Osteoporosis,http://www.webmd.com/hw-popup/osteoporosis-menopause,"[False, 'NA']"
Chickenpox,http://www.webmd.com/hw-popup/chickenpox-8250,"[False, 'NA']"
Spinal Nerve Roots,http://www.webmd.com/hw-popup/spinal-nerve-roots,"[False, 'NA']"
Electrolytes and Electrolyte Imbalances,http://www.webmd.com/hw-popup/electrolytes-and-electrolyte-imbalances,"[False, 'NA']"
Torsion of a Testicle,http://www.webmd.com/hw-popup/torsion-of-a-testicle,"[False, 'NA']"
Ovaries,http://www.webmd.com/hw-popup/ovaries,"[False, 'NA']"
Kidney Stones,http://www.webmd.com/hw-popup/kidney-stones,"[False, 'NA']"
Gallstones,http://www.webmd.com/hw-popup/gallstones-8024,"[False, 'NA']"
Aortic Aneurysm,http://www.webmd.com/hw-popup/aortic-aneurysm,"[False, 'NA']"
None,http://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/miscellaneous/breaking_news/stem-cell.pdf,"[False, 'NA']"
Stroke,http://www.webmd.com/hw-popup/stroke-7439,"[False, 'NA']"
Transient Ischemic Attack (TIA),http://www.webmd.com/hw-popup/transient-ischemic-attack-tia,"[False, 'NA']"
Heatstroke,http://www.webmd.com/hw-popup/heatstroke,"[False, 'NA']"
Dehydration,http://www.webmd.com/hw-popup/dehydration,"[False, 'NA']"
Carbohydrate,http://www.webmd.com/hw-popup/carbohydrate,"[False, 'NA']"
Insulin,http://www.webmd.com/hw-popup/insulin,"[False, 'NA']"
Hormone,http://www.webmd.com/hw-popup/hormone,"[False, 'NA']"
Pancreas,http://www.webmd.com/hw-popup/pancreas-7713,"[False, 'NA']"
Suicide Plan,http://www.webmd.com/hw-popup/suicide-plan,"[False, 'NA']"
Body Mass Index (BMI),http://www.webmd.com/hw-popup/body-mass-index-bmi,"[False, 'NA']"
Obesity and Weight Loss: Bariatric Surgery and More,http://www.webmd.com/diet/weight-loss-surgery/default.htm,"[False, 'NA']"
Diverticulosis,http://www.webmd.com/hw-popup/diverticulosis,"[False, 'NA']"
Millimeter (mm),http://www.webmd.com/hw-popup/millimeter-mm,"[False, 'NA']"
Diverticulitis,http://www.webmd.com/hw-popup/diverticulitis,"[False, 'NA']"
Barium Enema,http://www.webmd.com/hw-popup/barium-enema,"[False, 'NA']"
Fistula,http://www.webmd.com/hw-popup/fistula,"[False, 'NA']"
Diabetes,http://www.webmd.com/hw-popup/diabetes,"[False, 'NA']"
Impaired Immune System,http://www.webmd.com/hw-popup/impaired-immune-system,"[False, 'NA']"
Ear Infection (Acute Otitis Media),http://www.webmd.com/hw-popup/ear-infection-otitis-media,"[False, 'NA']"
Labyrinthitis,http://www.webmd.com/hw-popup/labyrinthitis,"[False, 'NA']"
Inflammation,http://www.webmd.com/hw-popup/inflammation,"[False, 'NA']"
Vertigo,http://www.webmd.com/hw-popup/vertigo,"[False, 'NA']"
Vestibular Neuritis,http://www.webmd.com/hw-popup/vestibular-neuronitis-7266,"[False, 'NA']"
Viral Infection,http://www.webmd.com/hw-popup/viral-infection,"[False, 'NA']"
Bacterial Infection,http://www.webmd.com/hw-popup/bacterial-infection,"[False, 'NA']"
Upper Respiratory Tract Infection (URI),http://www.webmd.com/hw-popup/upper-respiratory-tract-infection-uri,"[False, 'NA']"
Dizziness,http://www.webmd.com/hw-popup/dizziness,"[False, 'NA']"
Tinnitus,http://www.webmd.com/hw-popup/tinnitus,"[False, 'NA']"
Subscribe to the WebMD Binge Eating Disorder Email Series,http://www.webmd.com/binge-eating-disorder-email-series,"[False, 'NA']"
Ovulation,http://www.webmd.com/hw-popup/ovulation,"[False, 'NA']"
"Rectum, Anus, and Anal Sphincter",http://www.webmd.com/hw-popup/rectum-anus-and-anal-sphincter,"[False, 'NA']"
Strangulation,http://www.webmd.com/hw-popup/strangulation,"[False, 'NA']"
Intestine (Bowel),http://www.webmd.com/hw-popup/intestine-bowel,"[False, 'NA']"
Dehydration in Children,http://www.webmd.com/hw-popup/dehydration-in-children-10154,"[False, 'NA']"
Outbreak,http://www.webmd.com/hw-popup/outbreak,"[False, 'NA']"
Food Poisoning,http://www.webmd.com/hw-popup/food-poisoning,"[False, 'NA']"
Reiter's Syndrome,http://www.webmd.com/hw-popup/reiters-syndrome,"[False, 'NA']"
Arthritis,http://www.webmd.com/hw-popup/arthritis,"[False, 'NA']"
Click URL,http://www.webmd.com/click?url=http://www.health.harvard.edu/newsweek/Glycemic_index_and_glycemic_load_for_100_foods.htm,"[False, 'NA']"
Parasite,http://www.webmd.com/hw-popup/parasite,"[False, 'NA']"
Fetus,http://www.webmd.com/hw-popup/fetus,"[False, 'NA']"
Drug Resistance or Antibiotic Resistance,http://www.webmd.com/hw-popup/drug-resistance-or-antibiotic-resistance,"[False, 'NA']"
Tetanus,http://www.webmd.com/hw-popup/tetanus,"[False, 'NA']"
Anaphylaxis,http://www.webmd.com/hw-popup/anaphylaxis,"[False, 'NA']"
South African Tick-Bite Fever,http://www.webmd.com/hw-popup/south-african-tick-bite-fever,"[False, 'NA']"
Bile Acids,http://www.webmd.com/hw-popup/bile-acids,"[False, 'NA']"
Hepatitis,http://www.webmd.com/hw-popup/hepatitis,"[False, 'NA']"
Hemolytic Anemia,http://www.webmd.com/hw-popup/hemolytic-anemia,"[False, 'NA']"
Kernicterus,http://www.webmd.com/hw-popup/kernicterus,"[False, 'NA']"
Jaundice in Newborns,http://www.webmd.com/hw-popup/jaundice-in-newborns,"[False, 'NA']"
Bilirubin,http://www.webmd.com/hw-popup/bilirubin,"[False, 'NA']"
Rh Incompatibility,http://www.webmd.com/hw-popup/rh-incompatibility,"[False, 'NA']"
Ringworm of the Skin,http://www.webmd.com/hw-popup/ringworm-of-the-skin,"[False, 'NA']"
Fungal Infection,http://www.webmd.com/hw-popup/fungal-infection,"[False, 'NA']"
"General, Regional, and Local Anesthesia",http://www.webmd.com/hw-popup/general-regional-and-local-anesthesia,"[False, 'NA']"
Anesthetic,http://www.webmd.com/hw-popup/anesthetic,"[False, 'NA']"
Cerebrospinal Fluid (CSF),http://www.webmd.com/hw-popup/cerebrospinal-fluid-csf,"[False, 'NA']"
Intravenous,http://www.webmd.com/hw-popup/intravenous,"[False, 'NA']"
Cauda Equina Syndrome,http://www.webmd.com/hw-popup/cauda-equina-syndrome,"[False, 'NA']"
Magnetic Resonance Imaging (MRI),http://www.webmd.com/hw-popup/magnetic-resonance-imaging-mri,"[False, 'NA']"
Physical Therapy,http://www.webmd.com/hw-popup/physical-therapy,"[False, 'NA']"
Corticosteroid Injection,http://www.webmd.com/hw-popup/corticosteroid-injection,"[False, 'NA']"
Heart Failure,http://www.webmd.com/hw-popup/heart-failure-8021,"[False, 'NA']"
Adrenal Glands,http://www.webmd.com/hw-popup/adrenal-glands-8428,"[False, 'NA']"
Fluoroscopy,http://www.webmd.com/hw-popup/fluoroscopy,"[False, 'NA']"
Biopsy,http://www.webmd.com/hw-popup/biopsy,"[False, 'NA']"
Type 2 Diabetes,http://www.webmd.com/hw-popup/type-2-diabetes,"[False, 'NA']"
High Blood Pressure (Hypertension),http://www.webmd.com/hw-popup/high-blood-pressure-hypertension,"[False, 'NA']"
High Cholesterol,http://www.webmd.com/hw-popup/high-cholesterol,"[False, 'NA']"
Coronary Artery Disease,http://www.webmd.com/hw-popup/coronary-artery-disease-8221,"[False, 'NA']"
Intellectual Disability,http://www.webmd.com/hw-popup/mental-retardation,"[False, 'NA']"
Heart Attack,http://www.webmd.com/hw-popup/heart-attack,"[False, 'NA']"
Uterus,http://www.webmd.com/hw-popup/uterus,"[False, 'NA']"
Hypothalamus,http://www.webmd.com/hw-popup/hypothalamus,"[False, 'NA']"
Pituitary Gland,http://www.webmd.com/hw-popup/pituitary-gland-7663,"[False, 'NA']"
Estrogen,http://www.webmd.com/hw-popup/estrogen,"[False, 'NA']"
Progesterone,http://www.webmd.com/hw-popup/progesterone,"[False, 'NA']"
Ulcer,http://www.webmd.com/hw-popup/ulcer,"[False, 'NA']"
Gallbladder,http://www.webmd.com/hw-popup/gallbladder,"[False, 'NA']"
Amylase,http://www.webmd.com/hw-popup/amylase,"[False, 'NA']"
Enzyme,http://www.webmd.com/hw-popup/enzyme,"[False, 'NA']"
None,http://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/media/pdf/hw/form_zm2257.pdf,"[False, 'NA']"
PDF Document,http://www.webmd.com/hw-popup/pdf-document,"[False, 'NA']"
Lipase,http://www.webmd.com/hw-popup/lipase,"[False, 'NA']"
Tendon,http://www.webmd.com/hw-popup/tendon,"[False, 'NA']"
Joint,http://www.webmd.com/hw-popup/joint,"[False, 'NA']"
Blepharitis,http://www.webmd.com/hw-popup/blepharitis-8290,"[False, 'NA']"
Cyst,http://www.webmd.com/hw-popup/cyst,"[False, 'NA']"
Symptoms of a Skin Infection,http://www.webmd.com/hw-popup/symptoms-of-a-skin-infection,"[False, 'NA']"
Immunization,http://www.webmd.com/hw-popup/immunizations,"[False, 'NA']"
Inflammatory Bowel Disease (IBD),http://www.webmd.com/hw-popup/inflammatory-bowel-disease-ibd,"[False, 'NA']"
Anal Fissure,http://www.webmd.com/hw-popup/anal-fissure,"[False, 'NA']"
Urinary Tract,http://www.webmd.com/hw-popup/urinary-tract-7276,"[False, 'NA']"
Urethra,http://www.webmd.com/hw-popup/urethra,"[False, 'NA']"
Bladder,http://www.webmd.com/hw-popup/bladder,"[False, 'NA']"
Kidneys,http://www.webmd.com/hw-popup/kidneys-7905,"[False, 'NA']"
Urinalysis,http://www.webmd.com/hw-popup/urinalysis,"[False, 'NA']"
